Message,Category
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham
Sorry. || mail? ||,ham
Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,ham
Pls pls find out from aunt nike.,ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
How abt making some of the pics bigger?,ham
Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
Am also doing in cbe only. But have to pay.,ham
Am going to take bath ill place the key in window:-),ham
Yeah we do totes. When u wanna?,ham
Get ready to put on your excellent sub face :),ham
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
Yes. I come to nyc for audiitions and am trying to relocate.,ham
Ok no prob...,ham
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham
Except theres a chick with huge boobs.,ham
Tell me again what your address is,ham
Well you told others you'd marry them...,ham
How will I creep on you now? ;_;,ham
K..k.:)congratulation ..,ham
Cant think of anyone with * spare room off * top of my head,ham
Might ax well im there.,ham
Yay can't wait to party together!,ham
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",ham
My phone,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
"Probably not, I'm almost out of gas and I get some cash tomorrow",ham
They will pick up and drop in car.so no problem..,ham
Pick you up bout 7.30ish? What time are  and that going?,ham
Is there any training tomorrow?,ham
I emailed yifeng my part oredi.. Can ü get it fr him..,ham
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham
Also maaaan are you missing out,ham
Hey u still at the gym?,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,spam
I dled 3d its very imp,ham
You sure your neighbors didnt pick it up,ham
Do you know when the result.,ham
I'm vivek:)i got call from your number.,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,ham
And miss vday the parachute and double coins??? U must not know me very well...,ham
Its ok..come to my home it vl nice to meet and v can chat..,ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",ham
Ü dun need to pick ur gf?,ham
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham
I said its okay. Sorry,ham
What happen dear. Why you silent. I am tensed,ham
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",ham
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam
Sorry da. I gone mad so many pending works what to do.,ham
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham
No no:)this is kallis home ground.amla home town is durban:),ham
Yunny... I'm goin to be late,ham
Wot u up 2 u weirdo?,ham
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),ham
Moji just informed me that you saved our lives. Thanks.,ham
Staff of placement training in Amrita college.,ham
Wow v v impressed. Have funs shopping!,ham
I'm aight. Wat's happening on your side.,ham
Watching tv lor...,ham
"They can try! They can get lost, in fact. Tee hee",ham
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham
Will purchase d stuff today and mail to you. Do you have a po box number?,ham
Be sure to check your yahoo email. We sent photos yesterday,ham
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam
I'm job profile seems like bpo..,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
Guessin you ain't gonna be here before 9?,ham
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,ham
"Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
R u sure they'll understand that! Wine * good idea just had a slurp!,ham
Ya even those cookies have jelly on them,ham
Yeah I can still give you a ride,ham
Ok..,ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham
Mm yes dear look how i am hugging you both. :-P,ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
Thinking of u ;) x,ham
When/where do I pick you up,ham
Can ü send me a copy of da report?,ham
But am going to college pa. What to do. are else ill come there it self. Pa.,ham
Are you going to wipro interview today?,ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
"A few people are at the game, I'm at the mall with iouri and kaila",ham
If he started searching he will get job in few days.he have great potential and talent.,ham
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
Shall i send that exe to your mail id.,ham
"Probably gonna be here for a while, see you later tonight &lt;)",ham
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",ham
She.s find. I sent you an offline message to know how anjola's now.,ham
"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",ham
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
Hey you told your name to gautham ah?,ham
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
No he didn't. Spring is coming early yay!,ham
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham
Ok i vl..do u know i got adsense approved..,ham
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",ham
Can not use foreign stamps in this country. Good lecture .,ham
I reach home safe n sound liao...,ham
Dunno he jus say go lido. Same time 930.,ham
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",ham
Check wid corect speling i.e. Sarcasm,ham
Am in film ill call you later.,ham
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ham
Sorry me going home first... Daddy come fetch ü later...,ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam
Finally the match heading towards draw as your prediction.,ham
Just come home. I don't want u to be miserable,ham
Moji i love you more than words. Have a rich day,ham
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam
Nt yet chikku..simple habba..hw abt u?,ham
He didn't see his shadow. We get an early spring yay,ham
We can make a baby in yo tho,ham
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
Really dun bluff me leh... U sleep early too. Nite...,ham
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham
But if she.s drinkin i'm ok.,ham
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
