,Message,Category,Predicted
2238,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham,ham
2239,Is that what time you want me to come?,ham,ham
2240,Then u go back urself lor...,ham,ham
2241,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham,ham
2242,Super da:)good replacement for murali,ham,ham
2243,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham,ham
2244,Hmmm.still we dont have opener?,ham,ham
2245,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham,ham
2246,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham,ham
2247,"That's fine, I'll bitch at you about it later then",ham,ham
2248,U still painting ur wall?,ham,ham
2249,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam,spam
2250,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam,spam
2251,Our Prashanthettan's mother passed away last night. pray for her and family.,ham,ham
2252,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,spam
2253,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,ham,ham
2254,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham,ham
2255,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,spam
2256,Ugh hopefully the asus ppl dont randomly do a reformat.,ham,ham
2257,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham,ham
2258,No da. . Vijay going to talk in jaya tv,ham,ham
2259,Just sent it. So what type of food do you like?,ham,ham
2260,Rofl betta invest in some  anti aging products,ham,ham
2261,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham,ham
2262,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,spam
2263,Do you like Italian food?,ham,ham
2264,Carlos says we can pick up from him later so yeah we're set,ham,ham
2265,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham,ham
2266,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham,ham
2267,Where are you?when wil you reach here?,ham,ham
2268,Sleeping nt feeling well,ham,ham
2269,You've always been the brainy one.,ham,ham
2270,What r u cooking me for dinner?,ham,ham
2271,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,ham
2272,Yes just finished watching days of our lives. I love it.,ham,ham
2273,How much is torch in 9ja.,ham,ham
2274,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham,ham
2275,"Dad wanted to talk about the apartment so I got a late start, omw now",ham,ham
2276,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham,ham
2277,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham,ham
2278,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham,ham
2279,I can't describe how lucky you are that I'm actually awake by noon,ham,ham
2280,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam,spam
2281,Wat ü doing now?,ham,ham
2282,So that takes away some money worries,ham,ham
2283,Cos i want it to be your thing,ham,ham
2284,Great comedy..cant stop laughing da:),ham,ham
2285,The bus leaves at  &lt;#&gt;,ham,ham
2286,If he started searching he will get job in few days.he have great potential and talent.,ham,ham
2287,WHORE YOU ARE UNBELIEVABLE.,ham,ham
2288,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,ham
2289,Now got tv 2 watch meh? U no work today?,ham,ham
2290,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,ham
2291,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,spam
2292,"sorry, no, have got few things to do. may be in pub later.",ham,ham
2293,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham,ham
2294,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham,ham
2295,Do u noe wat time e place dat sells 4d closes?,ham,ham
2296,Are you willing to go for apps class.,ham,ham
2297,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham,ham
2298,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,spam
2299,Hey... Why dont we just go watch x men and have lunch... Haha,ham,ham
2300,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,ham
2301,Ok...,ham,ham
2302,I see a cup of coffee animation,ham,ham
2303,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham,ham
2304,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam,spam
2305,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam,spam
2306,My uncles in Atlanta. Wish you guys a great semester.,ham,ham
2307,"Yeah that's what I thought, lemme know if anything's goin on later",ham,ham
2308,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,ham
2309,I wont. So wat's wit the guys,ham,ham
2310,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham,ham
2311,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam,spam
2312,Horrible gal. Me in sch doing some stuff. How come u got mc?,ham,ham
2313,O. Well uv causes mutations. Sunscreen is like essential thesedays,ham,ham
2314,Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham,ham
2315,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham,ham
2316,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,spam
2317,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham,ham
2318,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham,ham
2319,Send his number and give reply tomorrow morning for why you said that to him like that ok,ham,ham
2320,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham,ham
2321,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham,ham
2322,Any way where are you and what doing.,ham,ham
2323,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,spam
2324,Good morning princess! How are you?,ham,ham
2325,Try to do something dear. You read something for exams,ham,ham
2326,Where you. What happen,ham,ham
2327,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,ham
2328,Can you please send me my aunty's number,ham,ham
2329,No. Thank you. You've been wonderful,ham,ham
2330,Didn't you get hep b immunisation in nigeria.,ham,ham
2331,"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham,ham
2332,"alright, I'll make sure the car is back tonight",ham,ham
2333,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham,ham
2334,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham,ham
2335,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham,ham
2336,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",ham,ham
2337,at bruce b downs &amp; fletcher now,ham,ham
2338,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,ham
2339,Ü all write or wat..,ham,ham
2340,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam,spam
2341,Mathews or tait or edwards or anderson,ham,ham
2342,I cant pick the phone right now. Pls send a message,ham,ham
2343,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,spam
2344,Hmmm.but you should give it on one day..,ham,ham
2345,Wat time do u wan 2 meet me later?,ham,ham
2346,Shb b ok lor... Thanx...,ham,ham
2347,Anything lor. Juz both of us lor.,ham,ham
2348,It vl bcum more difficult..,ham,ham
2349,I'm leaving my house now.,ham,ham
2350,I will come to ur home now,ham,ham
2351,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham,ham
2352,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham,ham
2353,Thx. All will be well in a few months,ham,ham
2354,I have many dependents,ham,ham
2355,Stupid.its not possible,ham,ham
2356,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam,spam
2357,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham,ham
2358,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,spam
2359,"Nah man, my car is meant to be crammed full of people",ham,ham
2360,"I'd say that's a good sign but, well, you know my track record at reading women",ham,ham
2361,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,spam
2362,Tell rob to mack his gf in the theater,ham,ham
2363,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,spam
2364,Oh wow thats gay. Will firmware update help,ham,ham
2365,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,spam
2366,"Yeah sure, give me a couple minutes to track down my wallet",ham,ham
2367,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham,ham
2368,You do your studies alone without anyones help. If you cant no need to study.,ham,ham
2369,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam,spam
2370,Wait  &lt;#&gt;  min..,ham,ham
2371,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham,ham
2372,Ü bot notes oredi... Cos i juz rem i got...,ham,ham
2373,No objection. My bf not coming.,ham,ham
2374,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,ham,ham
2375,I need... Coz i never go before,ham,ham
2376,You are not bothering me but you have to trust my answers. Pls.,ham,ham
2377,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham,ham
2378,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,spam
